,AS_1,MTV_1,FC_1,I_1,CR_1,PCT_1,AS_2,MTV_2,FC_2,I_2,CR_2,PCT_2,resultado
15_3,0.8619733333333333,5.166666666666667,3520.0,0.5729166666666666,2.42666666666666,0,0.9882783333333333,5.5,4864.0,0.65625,2.7333333333333303,0,0
15_4,0.9973933333333332,5.5,5472.666666666667,0.8072916666666666,2.6133333333333333,0,0.972655,5.5,1428.0,0.671875,1.7200000000000002,0,0
16_1,0.9869766666666667,5.166666666666667,3682.6666666666665,0.6197916666666666,2.479999999999993,0,0.9785125,5.25,4988.5,0.8125,2.6399999999999997,0,0
16_2,0.9791650000000001,5.666666666666667,4314.333333333333,0.59375,2.626666666666667,0,0.972655,5.333333333333333,2938.3333333333335,0.65625,2.5599999999999965,0,0
16_3,0.8802033333333332,5.666666666666667,6795.0,0.625,2.2266666666666635,0,0.9921833333333333,4.0,6061.333333333333,0.7083333333333334,2.1733333333333333,0,0
16_4,0.9778600000000001,4.833333333333333,4856.333333333333,0.7760416666666666,2.3599999999999963,0,0.85937,5.5,3728.0,0.625,2.38,0,0
17_1,0.9869766666666667,4.833333333333333,3939.0,0.6666666666666666,2.479999999999993,0,0.9785125,5.75,4604.0,0.7421875,2.6399999999999997,0,0
17_2,0.9700500000000001,5.833333333333333,3127.3333333333335,0.5364583333333334,2.7999999999999967,0,0.98177,5.166666666666667,4125.333333333333,0.7135416666666666,2.3866666666666667,0,0
17_3,0.8776,5.5,4789.666666666667,0.609375,2.039999999999997,0,0.9947866666666667,4.166666666666667,8066.666666666667,0.7239583333333334,2.36,0,0
17_4,0.9947866666666666,5.333333333333333,6646.0,0.75,2.6799999999999997,0,0.8339799999999999,4.75,1043.5,0.6640625,1.899999999999995,0,0
18_1,0.9869766666666667,5.166666666666667,3682.6666666666665,0.6197916666666666,2.479999999999993,0,0.9785125,5.25,4988.5,0.8125,2.6399999999999997,0,1
18_2,0.9752583333333334,5.666666666666667,3834.3333333333335,0.671875,2.8533333333333335,0,0.9765616666666667,5.333333333333333,3418.3333333333335,0.578125,2.33333333333333,0,0
18_3,0.8802033333333332,4.0,5776.333333333333,0.625,2.57333333333333,0,0.9921833333333333,5.666666666666667,7080.0,0.7083333333333334,1.8266666666666669,0,1
18_4,0.9062466666666666,5.0,6278.0,0.8333333333333334,1.9466666666666665,0,0.96679,5.25,1595.5,0.5390625,2.9999999999999947,0,0
19_1,0.98828,5.166666666666667,3117.6666666666665,0.6302083333333334,2.0266666666666633,0,0.9856766666666666,5.333333333333333,2835.0,0.6979166666666666,2.52,0,0
19_2,0.9778616666666667,5.5,3911.6666666666665,0.7447916666666666,2.9733333333333296,0,0.986975,5.666666666666667,7266.333333333333,0.6302083333333334,2.2799999999999967,0,1
19_3,0.9908816666666667,3.6666666666666665,5282.666666666667,0.6145833333333334,2.2666666666666635,0,0.96484,5.0,815.5,0.6328125,1.939999999999995,0,0
19_4,0.7916616666666666,5.5,7259.333333333333,0.7604166666666666,2.5866666666666664,0,0.9746025,5.5,6364.0,0.65625,2.74,0,0
20_1,0.9739566666666667,4.833333333333333,2909.6666666666665,0.625,1.6266666666666634,0,1.0,5.666666666666667,3043.0,0.703125,2.92,0,0
20_2,0.9765583333333333,5.5,5621.0,0.7083333333333334,2.8533333333333335,0,0.9882783333333335,5.666666666666667,5557.0,0.6666666666666666,2.3999999999999932,0,0
20_3,0.9921825,2.5,5712.0,0.625,2.299999999999995,0,0.9726533333333333,5.333333333333333,2018.3333333333333,0.6197916666666666,2.0266666666666633,0,1
20_4,0.8919216666666666,4.833333333333333,8107.0,0.8229166666666666,2.2133333333333334,0,0.8242125,6.5,5092.5,0.5625,3.3,0,0
21_1,0.9739566666666667,5.166666666666667,2176.0,0.5677083333333334,2.3199999999999963,0,1.0,5.333333333333333,3776.6666666666665,0.7604166666666666,2.2266666666666666,0,1
21_2,0.9791616666666667,5.666666666666667,5373.0,0.6927083333333334,2.746666666666663,0,0.9856750000000001,5.5,5805.0,0.6822916666666666,2.5066666666666633,0,0
21_3,0.9882775,5.0,5084.0,0.5546875,1.919999999999995,0,0.9752566666666667,3.6666666666666665,2437.0,0.6666666666666666,2.2799999999999967,0,1
21_4,0.8684833333333333,5.5,9016.666666666666,0.78125,2.8266666666666667,0,0.85937,5.5,3728.0,0.625,2.38,0,1
22_1,0.9921850000000001,5.5,3642.6666666666665,0.59375,2.37333333333333,0,0.9960899999999999,5.75,3620.5,0.671875,2.34,0,0
22_2,0.8802016666666667,5.666666666666667,9462.0,0.7447916666666666,2.893333333333333,0,0.9960933333333334,5.166666666666667,4589.666666666667,0.765625,2.7866666666666666,0,0
22_3,0.9609350000000001,4.5,2884.0,0.515625,1.839999999999995,0,0.9882783333333335,4.166666666666667,5898.333333333333,0.640625,2.53333333333333,0,1
22_4,0.9674433333333333,5.5,4927.666666666667,0.7291666666666666,2.6799999999999966,0,0.8854133333333335,5.0,1602.3333333333333,0.671875,1.7199999999999964,0,1
23_1,1.0,6.5,760.0,0.671875,3.28,0,0.9934866666666666,5.833333333333333,3888.3333333333335,0.6458333333333334,2.2933333333333334,0,0
23_2,0.9947866666666666,5.0,9773.666666666666,0.7447916666666666,2.5866666666666664,0,0.8815083333333332,5.833333333333333,4278.0,0.765625,3.0933333333333337,0,0
23_3,0.980465,4.75,7184.0,0.5546875,1.759999999999995,0,0.9752583333333334,4.0,3031.6666666666665,0.6145833333333334,2.5866666666666633,0,0
23_4,0.9492133333333334,5.166666666666667,3012.6666666666665,0.6510416666666666,2.666666666666663,0,0.9036433333333335,5.333333333333333,3517.3333333333335,0.75,1.73333333333333,0,0
24_1,0.99414,6.25,2592.0,0.6328125,2.74,0,0.9960899999999999,5.75,3620.5,0.671875,2.34,0,0
24_2,0.8828083333333332,5.833333333333333,7509.666666666667,0.6510416666666666,2.506666666666667,0,0.9934866666666666,5.0,6542.0,0.859375,3.1733333333333333,0,0
24_3,0.9765600000000001,5.75,4436.0,0.6953125,2.0,0,0.9778616666666667,3.3333333333333335,4863.666666666667,0.5208333333333334,2.42666666666666,0,1
24_4,0.9648383333333334,5.0,4005.0,0.734375,2.359999999999993,0,0.8880183333333335,5.5,2525.0,0.6666666666666666,2.04,0,0
25_1,0.9726525,5.5,6436.0,0.703125,2.1,0,0.9902299999999999,5.5,4840.0,0.6796875,3.1799999999999997,0,0
25_2,0.8854150000000001,6.166666666666667,4501.666666666667,0.640625,2.866666666666667,0,0.99609,3.6666666666666665,6635.333333333333,0.8177083333333334,3.1999999999999997,0,0
25_3,0.9746049999999999,5.5,4960.0,0.6796875,2.14,0,0.8880183333333335,4.666666666666667,4029.0,0.5260416666666666,1.86666666666666,0,1
25_4,0.9791633333333333,5.166666666666667,2176.0,0.7447916666666666,2.0933333333333266,0,0.9687475000000001,5.75,2199.5,0.625,2.42,0,0
26_1,0.98828,6.0,4424.0,0.59375,2.2,0,0.9791616666666666,5.333333333333333,6042.666666666667,0.7239583333333334,2.7866666666666666,0,0
26_2,0.8828083333333332,5.5,8480.666666666666,0.71875,2.893333333333333,0,0.9986966666666667,4.333333333333333,2656.3333333333335,0.7395833333333334,3.1733333333333333,0,0
26_3,0.9609350000000001,4.5,2884.0,0.515625,1.839999999999995,0,0.8971316666666667,5.333333333333333,5413.0,0.6354166666666666,2.0666666666666633,0,0
26_4,0.9622350000000001,5.333333333333333,1748.6666666666667,0.6510416666666666,2.8533333333333264,0,0.99414,5.5,2840.5,0.765625,1.28,0,1
27_1,0.9902299999999999,6.0,4352.0,0.546875,2.84,0,0.9726525,5.0,6924.0,0.8359375,2.44,0,0
27_2,0.8828083333333332,5.666666666666667,6710.333333333333,0.78125,3.2533333333333334,0,0.9986966666666667,4.166666666666667,4426.666666666667,0.6770833333333334,2.813333333333333,0,0
27_3,0.9648416666666667,4.833333333333333,3015.6666666666665,0.4947916666666667,2.1333333333333266,0,0.85937,5.25,6480.0,0.7265625,1.7400000000000002,0,0
27_4,0.9778616666666667,5.666666666666667,3018.3333333333335,0.6875,2.4666666666666632,0,0.9707,5.0,936.0,0.7109375,1.859999999999995,0,1
28_1,0.8222625,6.25,4312.5,0.65625,2.24,0,0.9726525,5.0,6924.0,0.8359375,2.44,0,0
28_2,0.9752533333333333,5.0,5296.0,0.6614583333333334,3.119999999999996,0,0.9843733333333334,4.333333333333333,2192.0,0.6875,2.7733333333333334,0,0
28_3,0.9869766666666667,4.833333333333333,3939.0,0.6666666666666666,2.4799999999999933,0,0.72656,5.0,3176.0,0.75,1.28,0,1
28_4,0.9700500000000001,5.833333333333333,3127.3333333333335,0.5364583333333334,2.7999999999999967,0,1.0,5.25,4900.5,0.734375,1.7000000000000002,0,1
